	id_and_goal	utt_id	MIDAS	speaker	utt
88	8635: [1] open question factual_1 [2] statement_1 [3] yes no question_1 [4] statement_2 [5] opinion_1 [6] yes no question_2 [7] pos answer_1 [8] statement_3 [9] yes no question_3 [10] comment_1 [11] open question factual_2 [12] statement_4 [13] open question factual_3 [14] statement_5 [15] opinion_2 [16] yes no question_4 [17] statement_6 [18] yes no question_5 [19] statement_7 [20] opinion_3 [21] other answers_1 [22] comment_2 [23] open question factual_4 [24] statement_8 [25] open question factual_5 [26] statement_9 [27] yes no question_6	17	opinion_2	11111	I love lazing around in the sun .
89	8635: [1] open question factual_1 [2] statement_1 [3] yes no question_1 [4] statement_2 [5] opinion_1 [6] yes no question_2 [7] pos answer_1 [8] statement_3 [9] yes no question_3 [10] comment_1 [11] open question factual_2 [12] statement_4 [13] open question factual_3 [14] statement_5 [15] opinion_2 [16] yes no question_4 [17] statement_6 [18] yes no question_5 [19] statement_7 [20] opinion_3 [21] other answers_1 [22] comment_2 [23] open question factual_4 [24] statement_8 [25] open question factual_5 [26] statement_9 [27] yes no question_6	18	yes no question_4	0	do you like surfing ?
90	8635: [1] open question factual_1 [2] statement_1 [3] yes no question_1 [4] statement_2 [5] opinion_1 [6] yes no question_2 [7] pos answer_1 [8] statement_3 [9] yes no question_3 [10] comment_1 [11] open question factual_2 [12] statement_4 [13] open question factual_3 [14] statement_5 [15] opinion_2 [16] yes no question_4 [17] statement_6 [18] yes no question_5 [19] statement_7 [20] opinion_3 [21] other answers_1 [22] comment_2 [23] open question factual_4 [24] statement_8 [25] open question factual_5 [26] statement_9 [27] yes no question_6	19	statement_6	11111	I've actually never tired .
91	8635: [1] open question factual_1 [2] statement_1 [3] yes no question_1 [4] statement_2 [5] opinion_1 [6] yes no question_2 [7] pos answer_1 [8] statement_3 [9] yes no question_3 [10] comment_1 [11] open question factual_2 [12] statement_4 [13] open question factual_3 [14] statement_5 [15] opinion_2 [16] yes no question_4 [17] statement_6 [18] yes no question_5 [19] statement_7 [20] opinion_3 [21] other answers_1 [22] comment_2 [23] open question factual_4 [24] statement_8 [25] open question factual_5 [26] statement_9 [27] yes no question_6	20	yes no question_5	11111	Do you have a surfboard ?
92	8635: [1] open question factual_1 [2] statement_1 [3] yes no question_1 [4] statement_2 [5] opinion_1 [6] yes no question_2 [7] pos answer_1 [8] statement_3 [9] yes no question_3 [10] comment_1 [11] open question factual_2 [12] statement_4 [13] open question factual_3 [14] statement_5 [15] opinion_2 [16] yes no question_4 [17] statement_6 [18] yes no question_5 [19] statement_7 [20] opinion_3 [21] other answers_1 [22] comment_2 [23] open question factual_4 [24] statement_8 [25] open question factual_5 [26] statement_9 [27] yes no question_6	21	statement_7	0	we've got a few .
93	8635: [1] open question factual_1 [2] statement_1 [3] yes no question_1 [4] statement_2 [5] opinion_1 [6] yes no question_2 [7] pos answer_1 [8] statement_3 [9] yes no question_3 [10] comment_1 [11] open question factual_2 [12] statement_4 [13] open question factual_3 [14] statement_5 [15] opinion_2 [16] yes no question_4 [17] statement_6 [18] yes no question_5 [19] statement_7 [20] opinion_3 [21] other answers_1 [22] comment_2 [23] open question factual_4 [24] statement_8 [25] open question factual_5 [26] statement_9 [27] yes no question_6	22	statement_7	0	I can teach you how to surf on Sunday .
94	8635: [1] open question factual_1 [2] statement_1 [3] yes no question_1 [4] statement_2 [5] opinion_1 [6] yes no question_2 [7] pos answer_1 [8] statement_3 [9] yes no question_3 [10] comment_1 [11] open question factual_2 [12] statement_4 [13] open question factual_3 [14] statement_5 [15] opinion_2 [16] yes no question_4 [17] statement_6 [18] yes no question_5 [19] statement_7 [20] opinion_3 [21] other answers_1 [22] comment_2 [23] open question factual_4 [24] statement_8 [25] open question factual_5 [26] statement_9 [27] yes no question_6	23	opinion_3	0	It'll be fun !
95	8635: [1] open question factual_1 [2] statement_1 [3] yes no question_1 [4] statement_2 [5] opinion_1 [6] yes no question_2 [7] pos answer_1 [8] statement_3 [9] yes no question_3 [10] comment_1 [11] open question factual_2 [12] statement_4 [13] open question factual_3 [14] statement_5 [15] opinion_2 [16] yes no question_4 [17] statement_6 [18] yes no question_5 [19] statement_7 [20] opinion_3 [21] other answers_1 [22] comment_2 [23] open question factual_4 [24] statement_8 [25] open question factual_5 [26] statement_9 [27] yes no question_6	24	other answers_1	11111	I can't wait !
96	8635: [1] open question factual_1 [2] statement_1 [3] yes no question_1 [4] statement_2 [5] opinion_1 [6] yes no question_2 [7] pos answer_1 [8] statement_3 [9] yes no question_3 [10] comment_1 [11] open question factual_2 [12] statement_4 [13] open question factual_3 [14] statement_5 [15] opinion_2 [16] yes no question_4 [17] statement_6 [18] yes no question_5 [19] statement_7 [20] opinion_3 [21] other answers_1 [22] comment_2 [23] open question factual_4 [24] statement_8 [25] open question factual_5 [26] statement_9 [27] yes no question_6	25	comment_2	11111	It sounds like we're going to have a great time .
97	8635: [1] open question factual_1 [2] statement_1 [3] yes no question_1 [4] statement_2 [5] opinion_1 [6] yes no question_2 [7] pos answer_1 [8] statement_3 [9] yes no question_3 [10] comment_1 [11] open question factual_2 [12] statement_4 [13] open question factual_3 [14] statement_5 [15] opinion_2 [16] yes no question_4 [17] statement_6 [18] yes no question_5 [19] statement_7 [20] opinion_3 [21] other answers_1 [22] comment_2 [23] open question factual_4 [24] statement_8 [25] open question factual_5 [26] statement_9 [27] yes no question_6	26	open question factual_4	11111	How much money should I bring ?
98	8635: [1] open question factual_1 [2] statement_1 [3] yes no question_1 [4] statement_2 [5] opinion_1 [6] yes no question_2 [7] pos answer_1 [8] statement_3 [9] yes no question_3 [10] comment_1 [11] open question factual_2 [12] statement_4 [13] open question factual_3 [14] statement_5 [15] opinion_2 [16] yes no question_4 [17] statement_6 [18] yes no question_5 [19] statement_7 [20] opinion_3 [21] other answers_1 [22] comment_2 [23] open question factual_4 [24] statement_8 [25] open question factual_5 [26] statement_9 [27] yes no question_6	27	statement_8	0	you'll just need roughly $ 10 for food and gas money .
99	8635: [1] open question factual_1 [2] statement_1 [3] yes no question_1 [4] statement_2 [5] opinion_1 [6] yes no question_2 [7] pos answer_1 [8] statement_3 [9] yes no question_3 [10] comment_1 [11] open question factual_2 [12] statement_4 [13] open question factual_3 [14] statement_5 [15] opinion_2 [16] yes no question_4 [17] statement_6 [18] yes no question_5 [19] statement_7 [20] opinion_3 [21] other answers_1 [22] comment_2 [23] open question factual_4 [24] statement_8 [25] open question factual_5 [26] statement_9 [27] yes no question_6	28	statement_8	0	My friend is driving , so we usually all chip in a few dollars for gas money .
100	8635: [1] open question factual_1 [2] statement_1 [3] yes no question_1 [4] statement_2 [5] opinion_1 [6] yes no question_2 [7] pos answer_1 [8] statement_3 [9] yes no question_3 [10] comment_1 [11] open question factual_2 [12] statement_4 [13] open question factual_3 [14] statement_5 [15] opinion_2 [16] yes no question_4 [17] statement_6 [18] yes no question_5 [19] statement_7 [20] opinion_3 [21] other answers_1 [22] comment_2 [23] open question factual_4 [24] statement_8 [25] open question factual_5 [26] statement_9 [27] yes no question_6	29	open question factual_5	11111	ok , where and when should I meet you ?
101	8635: [1] open question factual_1 [2] statement_1 [3] yes no question_1 [4] statement_2 [5] opinion_1 [6] yes no question_2 [7] pos answer_1 [8] statement_3 [9] yes no question_3 [10] comment_1 [11] open question factual_2 [12] statement_4 [13] open question factual_3 [14] statement_5 [15] opinion_2 [16] yes no question_4 [17] statement_6 [18] yes no question_5 [19] statement_7 [20] opinion_3 [21] other answers_1 [22] comment_2 [23] open question factual_4 [24] statement_8 [25] open question factual_5 [26] statement_9 [27] yes no question_6	30	statement_9	0	we'll pick you up at your place at noon .
102	8635: [1] open question factual_1 [2] statement_1 [3] yes no question_1 [4] statement_2 [5] opinion_1 [6] yes no question_2 [7] pos answer_1 [8] statement_3 [9] yes no question_3 [10] comment_1 [11] open question factual_2 [12] statement_4 [13] open question factual_3 [14] statement_5 [15] opinion_2 [16] yes no question_4 [17] statement_6 [18] yes no question_5 [19] statement_7 [20] opinion_3 [21] other answers_1 [22] comment_2 [23] open question factual_4 [24] statement_8 [25] open question factual_5 [26] statement_9 [27] yes no question_6	31	yes no question_6	0	Be there or be square !
103	11093: [1] statement_1 [2] yes no question_1 [3] opinion_1 [4] pos answer_1 [5] open question factual_1 [6] opinion_2 [7] statement_2 [8] comment_1	0	statement_1	0	I have just received your note which informs me that you have offered the accountant position to another candidate .
104	11093: [1] statement_1 [2] yes no question_1 [3] opinion_1 [4] pos answer_1 [5] open question factual_1 [6] opinion_2 [7] statement_2 [8] comment_1	1	yes no question_1	0	May I ask why I was defeated ?
105	11093: [1] statement_1 [2] yes no question_1 [3] opinion_1 [4] pos answer_1 [5] open question factual_1 [6] opinion_2 [7] statement_2 [8] comment_1	2	opinion_1	11111	We have thought of you carefully with discretion , but the other candidate has more experiences .
106	11093: [1] statement_1 [2] yes no question_1 [3] opinion_1 [4] pos answer_1 [5] open question factual_1 [6] opinion_2 [7] statement_2 [8] comment_1	3	opinion_1	0	Experience is important , but don't you think capability is more valuable than that ?
107	11093: [1] statement_1 [2] yes no question_1 [3] opinion_1 [4] pos answer_1 [5] open question factual_1 [6] opinion_2 [7] statement_2 [8] comment_1	4	pos answer_1	11111	Yes , I think so .
108	11093: [1] statement_1 [2] yes no question_1 [3] opinion_1 [4] pos answer_1 [5] open question factual_1 [6] opinion_2 [7] statement_2 [8] comment_1	5	open question factual_1	11111	But how do you prove to me that you are more capable ?
109	11093: [1] statement_1 [2] yes no question_1 [3] opinion_1 [4] pos answer_1 [5] open question factual_1 [6] opinion_2 [7] statement_2 [8] comment_1	6	opinion_2	0	Maybe you can hire me on trial .
110	11093: [1] statement_1 [2] yes no question_1 [3] opinion_1 [4] pos answer_1 [5] open question factual_1 [6] opinion_2 [7] statement_2 [8] comment_1	7	statement_2	0	If I'm not qualified for the job , you can let me go .
111	11093: [1] statement_1 [2] yes no question_1 [3] opinion_1 [4] pos answer_1 [5] open question factual_1 [6] opinion_2 [7] statement_2 [8] comment_1	8	comment_1	11111	Good idea .
112	10121: [1] statement_1 [2] hold_1 [3] statement_2 [4] abandon_1 [5] statement_3 [6] comment_1 [7] statement_4 [8] command_1 [9] thanking_1 [10] opinion_1 [11] statement_5 [12] yes no question_1 [13] statement_6 [14] comment_2 [15] statement_7 [16] abandon_2 [17] opinion_2	0	statement_1	0	My amenities bill says that I owe $ 10 for a movie , but I never ordered one .
113	10121: [1] statement_1 [2] hold_1 [3] statement_2 [4] abandon_1 [5] statement_3 [6] comment_1 [7] statement_4 [8] command_1 [9] thanking_1 [10] opinion_1 [11] statement_5 [12] yes no question_1 [13] statement_6 [14] comment_2 [15] statement_7 [16] abandon_2 [17] opinion_2	1	hold_1	11111	Let's see .
114	10121: [1] statement_1 [2] hold_1 [3] statement_2 [4] abandon_1 [5] statement_3 [6] comment_1 [7] statement_4 [8] command_1 [9] thanking_1 [10] opinion_1 [11] statement_5 [12] yes no question_1 [13] statement_6 [14] comment_2 [15] statement_7 [16] abandon_2 [17] opinion_2	2	statement_2	11111	It says that you were charged Monday at 9:00 p .
115	10121: [1] statement_1 [2] hold_1 [3] statement_2 [4] abandon_1 [5] statement_3 [6] comment_1 [7] statement_4 [8] command_1 [9] thanking_1 [10] opinion_1 [11] statement_5 [12] yes no question_1 [13] statement_6 [14] comment_2 [15] statement_7 [16] abandon_2 [17] opinion_2	3	abandon_1	11111	m .
116	10121: [1] statement_1 [2] hold_1 [3] statement_2 [4] abandon_1 [5] statement_3 [6] comment_1 [7] statement_4 [8] command_1 [9] thanking_1 [10] opinion_1 [11] statement_5 [12] yes no question_1 [13] statement_6 [14] comment_2 [15] statement_7 [16] abandon_2 [17] opinion_2	4	statement_3	11111	for the movie ' Titanic . '
117	10121: [1] statement_1 [2] hold_1 [3] statement_2 [4] abandon_1 [5] statement_3 [6] comment_1 [7] statement_4 [8] command_1 [9] thanking_1 [10] opinion_1 [11] statement_5 [12] yes no question_1 [13] statement_6 [14] comment_2 [15] statement_7 [16] abandon_2 [17] opinion_2	5	comment_1	0	That's absolutely wrong !
118	10121: [1] statement_1 [2] hold_1 [3] statement_2 [4] abandon_1 [5] statement_3 [6] comment_1 [7] statement_4 [8] command_1 [9] thanking_1 [10] opinion_1 [11] statement_5 [12] yes no question_1 [13] statement_6 [14] comment_2 [15] statement_7 [16] abandon_2 [17] opinion_2	6	statement_4	0	I was out exploring the city Monday night .
119	10121: [1] statement_1 [2] hold_1 [3] statement_2 [4] abandon_1 [5] statement_3 [6] comment_1 [7] statement_4 [8] command_1 [9] thanking_1 [10] opinion_1 [11] statement_5 [12] yes no question_1 [13] statement_6 [14] comment_2 [15] statement_7 [16] abandon_2 [17] opinion_2	7	command_1	11111	Okay , let me see what I can do for you .
120	10121: [1] statement_1 [2] hold_1 [3] statement_2 [4] abandon_1 [5] statement_3 [6] comment_1 [7] statement_4 [8] command_1 [9] thanking_1 [10] opinion_1 [11] statement_5 [12] yes no question_1 [13] statement_6 [14] comment_2 [15] statement_7 [16] abandon_2 [17] opinion_2	8	thanking_1	0	Thank you .
121	10121: [1] statement_1 [2] hold_1 [3] statement_2 [4] abandon_1 [5] statement_3 [6] comment_1 [7] statement_4 [8] command_1 [9] thanking_1 [10] opinion_1 [11] statement_5 [12] yes no question_1 [13] statement_6 [14] comment_2 [15] statement_7 [16] abandon_2 [17] opinion_2	9	opinion_1	0	I didn't think it would be this simple .
122	10121: [1] statement_1 [2] hold_1 [3] statement_2 [4] abandon_1 [5] statement_3 [6] comment_1 [7] statement_4 [8] command_1 [9] thanking_1 [10] opinion_1 [11] statement_5 [12] yes no question_1 [13] statement_6 [14] comment_2 [15] statement_7 [16] abandon_2 [17] opinion_2	10	statement_5	11111	I can take the $ 10 off your bill , but I need to charge you $ 2 for the service .
123	10121: [1] statement_1 [2] hold_1 [3] statement_2 [4] abandon_1 [5] statement_3 [6] comment_1 [7] statement_4 [8] command_1 [9] thanking_1 [10] opinion_1 [11] statement_5 [12] yes no question_1 [13] statement_6 [14] comment_2 [15] statement_7 [16] abandon_2 [17] opinion_2	11	yes no question_1	0	Are you serious ?
124	10121: [1] statement_1 [2] hold_1 [3] statement_2 [4] abandon_1 [5] statement_3 [6] comment_1 [7] statement_4 [8] command_1 [9] thanking_1 [10] opinion_1 [11] statement_5 [12] yes no question_1 [13] statement_6 [14] comment_2 [15] statement_7 [16] abandon_2 [17] opinion_2	12	statement_6	0	I have to pay $ 2 for a movie I never watched ?
125	10121: [1] statement_1 [2] hold_1 [3] statement_2 [4] abandon_1 [5] statement_3 [6] comment_1 [7] statement_4 [8] command_1 [9] thanking_1 [10] opinion_1 [11] statement_5 [12] yes no question_1 [13] statement_6 [14] comment_2 [15] statement_7 [16] abandon_2 [17] opinion_2	13	statement_6	11111	Unfortunately , sir , it's how the computer is programmed .
