	id_and_goal	utt_id	open_goal_cut	open_goal	speaker	utt
80	5: [1] wants_1 [2] provides_1 [3] points_1 [4] gives_1 [5] agrees_1 [6] provides_2 [7] wants_2 [8] agrees_2 [9] wants_3 [10] answers_1 [11] gives_2 [12] provides_3 [13] admits_1 [14] provides_4 [15] expresses_1 [16] comments_1 [17] points_2 [18] agrees_3 [19] explains_1	13	provides_4	provides information about the maximum speed of the car	speaker_2	It has a maximum speed of over 200 kilometers an hour.
81	5: [1] wants_1 [2] provides_1 [3] points_1 [4] gives_1 [5] agrees_1 [6] provides_2 [7] wants_2 [8] agrees_2 [9] wants_3 [10] answers_1 [11] gives_2 [12] provides_3 [13] admits_1 [14] provides_4 [15] expresses_1 [16] comments_1 [17] points_2 [18] agrees_3 [19] explains_1	14	expresses_1	expresses amazement	speaker_1	wow!
82	5: [1] wants_1 [2] provides_1 [3] points_1 [4] gives_1 [5] agrees_1 [6] provides_2 [7] wants_2 [8] agrees_2 [9] wants_3 [10] answers_1 [11] gives_2 [12] provides_3 [13] admits_1 [14] provides_4 [15] expresses_1 [16] comments_1 [17] points_2 [18] agrees_3 [19] explains_1	15	comments_1	comments on the speed	speaker_1	That’s fast!
83	5: [1] wants_1 [2] provides_1 [3] points_1 [4] gives_1 [5] agrees_1 [6] provides_2 [7] wants_2 [8] agrees_2 [9] wants_3 [10] answers_1 [11] gives_2 [12] provides_3 [13] admits_1 [14] provides_4 [15] expresses_1 [16] comments_1 [17] points_2 [18] agrees_3 [19] explains_1	16	points_2	points out that they won't be traveling that fast	speaker_1	I don’t think we will be traveling that fast on the motorway.
84	5: [1] wants_1 [2] provides_1 [3] points_1 [4] gives_1 [5] agrees_1 [6] provides_2 [7] wants_2 [8] agrees_2 [9] wants_3 [10] answers_1 [11] gives_2 [12] provides_3 [13] admits_1 [14] provides_4 [15] expresses_1 [16] comments_1 [17] points_2 [18] agrees_3 [19] explains_1	17	agrees_3	agrees	speaker_2	we can’t.
85	5: [1] wants_1 [2] provides_1 [3] points_1 [4] gives_1 [5] agrees_1 [6] provides_2 [7] wants_2 [8] agrees_2 [9] wants_3 [10] answers_1 [11] gives_2 [12] provides_3 [13] admits_1 [14] provides_4 [15] expresses_1 [16] comments_1 [17] points_2 [18] agrees_3 [19] explains_1	18	explains_1	explains the reason why they can't travel that fast	speaker_2	if we went that fast, we would break the speed limit.
86	6: [1] wants_1 [2] gives_1 [3] wants_2 [4] gives_2 [5] wants_3 [6] gives_3 [7] wants_4 [8] gives_4 [9] wants_5 [10] gives_5	0	wants_1	wants to know the result of their driving test	speaker_1	So how did I do on my driving test?
87	6: [1] wants_1 [2] gives_1 [3] wants_2 [4] gives_2 [5] wants_3 [6] gives_3 [7] wants_4 [8] gives_4 [9] wants_5 [10] gives_5	1	wants_1	wants to confirm the level of honesty desired	speaker_2	Do you want the truth?
88	6: [1] wants_1 [2] gives_1 [3] wants_2 [4] gives_2 [5] wants_3 [6] gives_3 [7] wants_4 [8] gives_4 [9] wants_5 [10] gives_5	2	wants_1	wants to know the truth	speaker_1	Of course, I do.
89	6: [1] wants_1 [2] gives_1 [3] wants_2 [4] gives_2 [5] wants_3 [6] gives_3 [7] wants_4 [8] gives_4 [9] wants_5 [10] gives_5	3	gives_1	gives an honest answer	speaker_2	Well, you really didn't do all that well.
90	6: [1] wants_1 [2] gives_1 [3] wants_2 [4] gives_2 [5] wants_3 [6] gives_3 [7] wants_4 [8] gives_4 [9] wants_5 [10] gives_5	4	wants_2	wants more information on their performance	speaker_1	How bad did I do?
91	6: [1] wants_1 [2] gives_1 [3] wants_2 [4] gives_2 [5] wants_3 [6] gives_3 [7] wants_4 [8] gives_4 [9] wants_5 [10] gives_5	5	gives_2	gives an honest answer	speaker_2	To be completely honest, you failed your test.
92	6: [1] wants_1 [2] gives_1 [3] wants_2 [4] gives_2 [5] wants_3 [6] gives_3 [7] wants_4 [8] gives_4 [9] wants_5 [10] gives_5	6	wants_3	wants more information on why they failed	speaker_1	How?
93	6: [1] wants_1 [2] gives_1 [3] wants_2 [4] gives_2 [5] wants_3 [6] gives_3 [7] wants_4 [8] gives_4 [9] wants_5 [10] gives_5	7	gives_3	gives a general answer	speaker_2	There were a number of reasons.
94	6: [1] wants_1 [2] gives_1 [3] wants_2 [4] gives_2 [5] wants_3 [6] gives_3 [7] wants_4 [8] gives_4 [9] wants_5 [10] gives_5	8	wants_4	wants specific information	speaker_1	What were they?
95	6: [1] wants_1 [2] gives_1 [3] wants_2 [4] gives_2 [5] wants_3 [6] gives_3 [7] wants_4 [8] gives_4 [9] wants_5 [10] gives_5	9	gives_4	gives a general answer	speaker_2	Basically, you just can't drive.
96	6: [1] wants_1 [2] gives_1 [3] wants_2 [4] gives_2 [5] wants_3 [6] gives_3 [7] wants_4 [8] gives_4 [9] wants_5 [10] gives_5	10	wants_5	wants to know if they can retake the test	speaker_1	Can I have another try?
97	6: [1] wants_1 [2] gives_1 [3] wants_2 [4] gives_2 [5] wants_3 [6] gives_3 [7] wants_4 [8] gives_4 [9] wants_5 [10] gives_5	11	gives_5	gives information on when they can retake the test	speaker_2	You can take it in a couple weeks.
98	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	0	greeting_1	greeting	speaker_1	Good morning.
99	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	1	wants_1	wants to know what's wrong	speaker_1	What's the matter with you?
100	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	2	greeting_2	greeting	speaker_2	Good morning, doctor.
101	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	3	describing_1	describing symptoms	speaker_2	I have a terrible headache.
102	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	4	agrees_1	agreement	speaker_1	All right, young man.
103	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	5	wants_2	wants to know the history	speaker_1	Tell me how it got started.
104	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	6	describing_2	describing symptoms	speaker_2	Yesterday I had a runny nose.
105	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	7	describing_2	describing symptoms	speaker_2	Now my nose is stuffed up.
106	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	8	describing_2	describing symptoms	speaker_2	I have a sore throat.
107	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	9	describing_2	describing symptoms	speaker_2	And I’m afraid I've got a temperature.
108	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	10	describing_2	describing feelings	speaker_2	I feel terrible.
109	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	11	comforting_1	comforting	speaker_1	Don't worry, young man.
110	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	12	offering_1	offering help	speaker_1	Lat me give you an examination.
111	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	13	examining_1	examining	speaker_1	First let me take a look at your throat.
112	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	14	examining_1	examining	speaker_1	Open your mouth and say'ah'.
113	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	15	following_1	following instructions	speaker_2	Ah.
114	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	16	giving_1	giving diagnosis	speaker_1	Your throat is inflamed.
115	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	17	giving_1	giving diagnosis	speaker_1	And your tongue is heavily coated.
116	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	18	giving_1	giving diagnosis	speaker_1	You have all the symptoms of influenza.
117	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	19	wants_3	wants to know what to do	speaker_2	What am I supposed to do then?
118	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	20	giving_2	giving advice	speaker_1	A good rest is all you need, and drink more water.
119	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	21	writing_1	writing a prescription	speaker_1	I'll write you a prescription.
120	7: [1] greeting_1 [2] wants_1 [3] greeting_2 [4] describing_1 [5] agrees_1 [6] wants_2 [7] describing_2 [8] comforting_1 [9] offering_1 [10] examining_1 [11] following_1 [12] giving_1 [13] wants_3 [14] giving_2 [15] writing_1 [16] expressing_1	22	expressing_1	expressing gratitude	speaker_2	Thank you very much.
121	8: [1] wants_1 [2] provides_1 [3] wants_2 [4] provides_2 [5] wants_3 [6] provides_3 [7] offers_1 [8] declines_1 [9] gratitude_1 [10] announces_1 [11] makes_1 [12] agrees_1	0	wants_1	wants to know what is for dinner	speaker_1	My dear, what's for supper?
122	8: [1] wants_1 [2] provides_1 [3] wants_2 [4] provides_2 [5] wants_3 [6] provides_3 [7] offers_1 [8] declines_1 [9] gratitude_1 [10] announces_1 [11] makes_1 [12] agrees_1	1	provides_1	provides information about dinner	speaker_2	Red cooked carp and rape with fresh mushrooms.
123	8: [1] wants_1 [2] provides_1 [3] wants_2 [4] provides_2 [5] wants_3 [6] provides_3 [7] offers_1 [8] declines_1 [9] gratitude_1 [10] announces_1 [11] makes_1 [12] agrees_1	2	wants_2	wants to know about the soup	speaker_1	What about soup?
124	8: [1] wants_1 [2] provides_1 [3] wants_2 [4] provides_2 [5] wants_3 [6] provides_3 [7] offers_1 [8] declines_1 [9] gratitude_1 [10] announces_1 [11] makes_1 [12] agrees_1	3	provides_2	provides information about the soup	speaker_2	Sour-peppery soup.
125	8: [1] wants_1 [2] provides_1 [3] wants_2 [4] provides_2 [5] wants_3 [6] provides_3 [7] offers_1 [8] declines_1 [9] gratitude_1 [10] announces_1 [11] makes_1 [12] agrees_1	4	wants_3	wants to know what condiments are used	speaker_1	Which condiment do you use for?
126	8: [1] wants_1 [2] provides_1 [3] wants_2 [4] provides_2 [5] wants_3 [6] provides_3 [7] offers_1 [8] declines_1 [9] gratitude_1 [10] announces_1 [11] makes_1 [12] agrees_1	5	provides_3	provides information about the condiments	speaker_2	I'll use ginger, garlic scallion, hot pepper and vinegar.
127	8: [1] wants_1 [2] provides_1 [3] wants_2 [4] provides_2 [5] wants_3 [6] provides_3 [7] offers_1 [8] declines_1 [9] gratitude_1 [10] announces_1 [11] makes_1 [12] agrees_1	6	offers_1	offers help	speaker_1	Very good, need I help you?
128	8: [1] wants_1 [2] provides_1 [3] wants_2 [4] provides_2 [5] wants_3 [6] provides_3 [7] offers_1 [8] declines_1 [9] gratitude_1 [10] announces_1 [11] makes_1 [12] agrees_1	7	declines_1	declines help	speaker_2	No, don't need, I can do myself.
129	8: [1] wants_1 [2] provides_1 [3] wants_2 [4] provides_2 [5] wants_3 [6] provides_3 [7] offers_1 [8] declines_1 [9] gratitude_1 [10] announces_1 [11] makes_1 [12] agrees_1	8	gratitude_1	gratitude	speaker_1	Thanks.
130	8: [1] wants_1 [2] provides_1 [3] wants_2 [4] provides_2 [5] wants_3 [6] provides_3 [7] offers_1 [8] declines_1 [9] gratitude_1 [10] announces_1 [11] makes_1 [12] agrees_1	9	announces_1	announces plans	speaker_1	I can watch TV now.
131	8: [1] wants_1 [2] provides_1 [3] wants_2 [4] provides_2 [5] wants_3 [6] provides_3 [7] offers_1 [8] declines_1 [9] gratitude_1 [10] announces_1 [11] makes_1 [12] agrees_1	10	makes_1	makes a request	speaker_2	But you must cook that dinner next time.
132	8: [1] wants_1 [2] provides_1 [3] wants_2 [4] provides_2 [5] wants_3 [6] provides_3 [7] offers_1 [8] declines_1 [9] gratitude_1 [10] announces_1 [11] makes_1 [12] agrees_1	11	agrees_1	agreement	speaker_1	Okay, I'll do it next time.
133	9: [1] introduction_1 [2] recognition_1 [3] friendly_1 [4] asks_1 [5] reply_1 [6] reports_1 [7] asks_2 [8] declines_1 [9] explains_1 [10] offers_1 [11] declines_2	0	introduction_1	introduction	speaker_1	Hello, this is Mike, Kara.
134	9: [1] introduction_1 [2] recognition_1 [3] friendly_1 [4] asks_1 [5] reply_1 [6] reports_1 [7] asks_2 [8] declines_1 [9] explains_1 [10] offers_1 [11] declines_2	1	recognition_1	recognition	speaker_2	Mike!
135	9: [1] introduction_1 [2] recognition_1 [3] friendly_1 [4] asks_1 [5] reply_1 [6] reports_1 [7] asks_2 [8] declines_1 [9] explains_1 [10] offers_1 [11] declines_2	2	friendly_1	friendly greeting	speaker_2	Good to hear from you.
136	9: [1] introduction_1 [2] recognition_1 [3] friendly_1 [4] asks_1 [5] reply_1 [6] reports_1 [7] asks_2 [8] declines_1 [9] explains_1 [10] offers_1 [11] declines_2	3	asks_1	asks about well-being	speaker_2	How are you?
137	9: [1] introduction_1 [2] recognition_1 [3] friendly_1 [4] asks_1 [5] reply_1 [6] reports_1 [7] asks_2 [8] declines_1 [9] explains_1 [10] offers_1 [11] declines_2	4	reply_1	reply to well-being inquiry	speaker_1	Everything is fine, and how are you?
138	9: [1] introduction_1 [2] recognition_1 [3] friendly_1 [4] asks_1 [5] reply_1 [6] reports_1 [7] asks_2 [8] declines_1 [9] explains_1 [10] offers_1 [11] declines_2	5	reports_1	reports well-being	speaker_2	Things are going well with me.
139	9: [1] introduction_1 [2] recognition_1 [3] friendly_1 [4] asks_1 [5] reply_1 [6] reports_1 [7] asks_2 [8] declines_1 [9] explains_1 [10] offers_1 [11] declines_2	6	asks_2	asks to go out	speaker_1	Kara, I had fun the other night at the movies and was wondering if you would like to go out again this Friday.
140	9: [1] introduction_1 [2] recognition_1 [3] friendly_1 [4] asks_1 [5] reply_1 [6] reports_1 [7] asks_2 [8] declines_1 [9] explains_1 [10] offers_1 [11] declines_2	7	declines_1	declines the offer	speaker_2	Mike, I don't think that it's a good idea to go out again.
141	9: [1] introduction_1 [2] recognition_1 [3] friendly_1 [4] asks_1 [5] reply_1 [6] reports_1 [7] asks_2 [8] declines_1 [9] explains_1 [10] offers_1 [11] declines_2	8	explains_1	explains the reason for decline	speaker_2	I really need to focus on getting packed and ready to move back home.
142	9: [1] introduction_1 [2] recognition_1 [3] friendly_1 [4] asks_1 [5] reply_1 [6] reports_1 [7] asks_2 [8] declines_1 [9] explains_1 [10] offers_1 [11] declines_2	9	offers_1	offers alternative	speaker_1	Maybe we could just meet for coffee or something.
143	9: [1] introduction_1 [2] recognition_1 [3] friendly_1 [4] asks_1 [5] reply_1 [6] reports_1 [7] asks_2 [8] declines_1 [9] explains_1 [10] offers_1 [11] declines_2	10	declines_2	declines alternative offer, expresses gratitude.	speaker_2	I can't really deal with any distractions right now, but I appreciate the nice evening we spent together.
144	10: [1] identifying_1 [2] offering_1 [3] confirming_1 [4] specifying_1 [5] asks_1 [6] checking_1 [7] confirms_1 [8] specifies_1 [9] wants_1 [10] agrees_1	0	identifying_1	identifying the hotel	speaker_1	Sun-set hotel.
145	10: [1] identifying_1 [2] offering_1 [3] confirming_1 [4] specifying_1 [5] asks_1 [6] checking_1 [7] confirms_1 [8] specifies_1 [9] wants_1 [10] agrees_1	1	offering_1	offering help	speaker_1	May I help you?
146	10: [1] identifying_1 [2] offering_1 [3] confirming_1 [4] specifying_1 [5] asks_1 [6] checking_1 [7] confirms_1 [8] specifies_1 [9] wants_1 [10] agrees_1	2	confirming_1	confirming a booking	speaker_2	Yes, I have booked a room for 24th.
147	10: [1] identifying_1 [2] offering_1 [3] confirming_1 [4] specifying_1 [5] asks_1 [6] checking_1 [7] confirms_1 [8] specifies_1 [9] wants_1 [10] agrees_1	3	specifying_1	specifying room type	speaker_2	It's a double room.
148	10: [1] identifying_1 [2] offering_1 [3] confirming_1 [4] specifying_1 [5] asks_1 [6] checking_1 [7] confirms_1 [8] specifies_1 [9] wants_1 [10] agrees_1	4	asks_1	asks for patience	speaker_1	Hold on, please.
149	10: [1] identifying_1 [2] offering_1 [3] confirming_1 [4] specifying_1 [5] asks_1 [6] checking_1 [7] confirms_1 [8] specifies_1 [9] wants_1 [10] agrees_1	5	checking_1	checking the booking	speaker_1	Let me check it for you.
150	10: [1] identifying_1 [2] offering_1 [3] confirming_1 [4] specifying_1 [5] asks_1 [6] checking_1 [7] confirms_1 [8] specifies_1 [9] wants_1 [10] agrees_1	6	confirms_1	confirms the booking	speaker_1	Yes, you're right.
151	10: [1] identifying_1 [2] offering_1 [3] confirming_1 [4] specifying_1 [5] asks_1 [6] checking_1 [7] confirms_1 [8] specifies_1 [9] wants_1 [10] agrees_1	7	specifies_1	specifies the duration of the booking	speaker_1	You will keep it for 3 days.
