	id_and_goal	utt_id	durec_goal_1	speaker	utt
255	20: [1] Q&A about other_1	11	Q&A about other_1	speaker_2	Here you go.
256	20: [1] Q&A about other_1	12	Q&A about other_1	speaker_2	Don't do that again.
257	21: [1] ask about other_1 [2] other_1 [3] ask about other_2 [4] other_2 [5] ask about other_3	0	ask about other_1	speaker_1	Can I have the roll of film developed here?
258	21: [1] ask about other_1 [2] other_1 [3] ask about other_2 [4] other_2 [5] ask about other_3	1	other_1	speaker_2	Surely of course.
259	21: [1] ask about other_1 [2] other_1 [3] ask about other_2 [4] other_2 [5] ask about other_3	2	other_1	speaker_1	Here is the film.
260	21: [1] ask about other_1 [2] other_1 [3] ask about other_2 [4] other_2 [5] ask about other_3	3	ask about other_2	speaker_1	Can I get my pictures tomorrow?
261	21: [1] ask about other_1 [2] other_1 [3] ask about other_2 [4] other_2 [5] ask about other_3	4	other_2	speaker_2	Sure.
262	21: [1] ask about other_1 [2] other_1 [3] ask about other_2 [4] other_2 [5] ask about other_3	5	ask about other_3	speaker_1	Besides I want two copies of all the photos.
263	22: [1] Q&A about other_1	0	Q&A about other_1	speaker_1	Tell me a little bit about yourself, please.
264	22: [1] Q&A about other_1	1	Q&A about other_1	speaker_2	My name is Dunlin and I live in Beijing.
265	22: [1] Q&A about other_1	2	Q&A about other_1	speaker_2	I was born in 1980.
266	22: [1] Q&A about other_1	3	Q&A about other_1	speaker_2	I will graduate from Peking University this July.
267	22: [1] Q&A about other_1	4	Q&A about other_1	speaker_2	I have majored in accounting.
268	22: [1] Q&A about other_1	5	Q&A about other_1	speaker_1	Would you tell me something about your family?
269	22: [1] Q&A about other_1	6	Q&A about other_1	speaker_2	There are three in my family, my parents and myself.
270	22: [1] Q&A about other_1	7	Q&A about other_1	speaker_2	My father is a teacher and my mother is a worker.
271	23: [1] other_1 [2] Q&A about food_1	0	other_1	speaker_1	I really need to start eating healthier.
272	23: [1] other_1 [2] Q&A about food_1	1	other_1	speaker_2	I have to start eating better too.
273	23: [1] other_1 [2] Q&A about food_1	2	Q&A about food_1	speaker_1	What kind of food do you usually eat?
274	23: [1] other_1 [2] Q&A about food_1	3	Q&A about food_1	speaker_2	I try my best to eat only fruits, vegetables, and chicken.
275	23: [1] other_1 [2] Q&A about food_1	4	Q&A about food_1	speaker_1	Is that really all that you eat?
276	23: [1] other_1 [2] Q&A about food_1	5	Q&A about food_1	speaker_2	That's basically it.
277	23: [1] other_1 [2] Q&A about food_1	6	Q&A about food_1	speaker_1	How do you stick to only those foods?
278	23: [1] other_1 [2] Q&A about food_1	7	Q&A about food_1	speaker_2	Actually, fruits and veggies are really good for you.
279	23: [1] other_1 [2] Q&A about food_1	8	Q&A about food_1	speaker_1	Yeah, I know, but what about the chicken?
280	23: [1] other_1 [2] Q&A about food_1	9	Q&A about food_1	speaker_2	I mainly eat baked chicken, because there's not a lot of fat.
281	23: [1] other_1 [2] Q&A about food_1	10	Q&A about food_1	speaker_1	That does sound pretty good.
282	23: [1] other_1 [2] Q&A about food_1	11	Q&A about food_1	speaker_2	I know it does, and that's because it is.
283	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	0	greeting_1	speaker_1	Good afternoon!
284	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	1	ask about other_1	speaker_1	Can I help you?
285	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	2	ask about other_1	speaker_2	Could you show me where the Chinesc-style clothing is located?
286	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	3	ask about other_1	speaker_2	I want to buy a silk coat.
287	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	4	ask about other_1	speaker_1	This way, please.
288	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	5	ask about other_1	speaker_1	Here they are.
289	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	6	other_1	speaker_1	They're all handmade.
290	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	7	other_1	speaker_2	Oh, they look nice.
291	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	8	ask about other_2	speaker_2	May I try that black one on?
292	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	9	ask about other_2	speaker_1	Of course.
293	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	10	ask about other_2	speaker_1	The fitting room is right over there.
294	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	11	ask about other_2	speaker_2	Do you have a medium in the same color?
295	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	12	ask about other_2	speaker_2	This one is a little tight.
296	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	13	ask about other_2	speaker_1	l'm sorry.
297	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	14	ask about other_2	speaker_1	All the black of that size are sold out.
298	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	15	ask about other_2	speaker_1	Would you like a red one?
299	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	16	ask about other_2	speaker_2	OK.
300	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	17	ask about other_2	speaker_2	Let me try it on.
301	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	18	ask about other_2	speaker_2	What do you think?
302	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	19	ask about other_2	speaker_1	Oh, that suits you very well.
303	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	20	other_2	speaker_1	Besides it is believed in China that the red color brings happiness and good luck.
304	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	21	other_2	speaker_2	Really?
305	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	22	other_2	speaker_2	I'II take it and I'm leaving here tomorrow.
306	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	23	ask about other_3	speaker_2	Is it possible for you to send one in black to me by mail when you get it in?
307	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	24	ask about other_3	speaker_1	Our pleasure.
308	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	25	ask about other_3	speaker_1	Please fill out this form, leaving your address and telephone number.
309	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	26	saying goodbye_1	speaker_2	Thanks.
310	24: [1] greeting_1 [2] ask about other_1 [3] other_1 [4] ask about other_2 [5] other_2 [6] ask about other_3 [7] saying goodbye_1 [8] nan_1	27	nan_1	speaker_2	How much would that come to?
311	25: [1] greeting_1 [2] ask about other_1 [3] apartment recommendation_1 [4] saying goodbye_1	0	greeting_1	speaker_1	How are you today?
312	25: [1] greeting_1 [2] ask about other_1 [3] apartment recommendation_1 [4] saying goodbye_1	1	greeting_1	speaker_2	Great, thanks.
313	25: [1] greeting_1 [2] ask about other_1 [3] apartment recommendation_1 [4] saying goodbye_1	2	ask about other_1	speaker_1	Can I help you?
314	25: [1] greeting_1 [2] ask about other_1 [3] apartment recommendation_1 [4] saying goodbye_1	3	apartment recommendation_1	speaker_2	I would actually like to view the apartment for rent today.
315	25: [1] greeting_1 [2] ask about other_1 [3] apartment recommendation_1 [4] saying goodbye_1	4	apartment recommendation_1	speaker_1	I’m sorry, but you won’t be able to view it today.
316	25: [1] greeting_1 [2] ask about other_1 [3] apartment recommendation_1 [4] saying goodbye_1	5	apartment recommendation_1	speaker_2	Why not?
317	25: [1] greeting_1 [2] ask about other_1 [3] apartment recommendation_1 [4] saying goodbye_1	6	apartment recommendation_1	speaker_1	You have to make an appointment first.
318	25: [1] greeting_1 [2] ask about other_1 [3] apartment recommendation_1 [4] saying goodbye_1	7	apartment recommendation_1	speaker_2	Oh, okay.
319	25: [1] greeting_1 [2] ask about other_1 [3] apartment recommendation_1 [4] saying goodbye_1	8	apartment recommendation_1	speaker_2	Can I do that right now?
320	25: [1] greeting_1 [2] ask about other_1 [3] apartment recommendation_1 [4] saying goodbye_1	9	apartment recommendation_1	speaker_1	Is this Friday okay?
321	25: [1] greeting_1 [2] ask about other_1 [3] apartment recommendation_1 [4] saying goodbye_1	10	apartment recommendation_1	speaker_2	Is 6 o’clock Friday evening okay?
322	25: [1] greeting_1 [2] ask about other_1 [3] apartment recommendation_1 [4] saying goodbye_1	11	apartment recommendation_1	speaker_1	Yes, I will schedule you for that time.
323	25: [1] greeting_1 [2] ask about other_1 [3] apartment recommendation_1 [4] saying goodbye_1	12	apartment recommendation_1	speaker_2	Thank you very much.
324	25: [1] greeting_1 [2] ask about other_1 [3] apartment recommendation_1 [4] saying goodbye_1	13	saying goodbye_1	speaker_2	See you then.
325	26: [1] Q&A about insurance_1	0	Q&A about insurance_1	speaker_1	Today I want to invite you to talk about insurance you’re interested in.
326	26: [1] Q&A about insurance_1	1	Q&A about insurance_1	speaker_2	Thank you.
327	26: [1] Q&A about insurance_1	2	Q&A about insurance_1	speaker_2	I wonder whether I can enjoy the life insurance and health insurance.
328	26: [1] Q&A about insurance_1	3	Q&A about insurance_1	speaker_1	Of course.
329	26: [1] Q&A about insurance_1	4	Q&A about insurance_1	speaker_1	A two-week paid vacation a year, a five-day workweek.
330	26: [1] Q&A about insurance_1	5	Q&A about insurance_1	speaker_2	Good.
331	26: [1] Q&A about insurance_1	6	Q&A about insurance_1	speaker_2	Anything else?
332	26: [1] Q&A about insurance_1	7	Q&A about insurance_1	speaker_1	Yes, all the insurance will be linked with your work.
333	26: [1] Q&A about insurance_1	8	Q&A about insurance_1	speaker_1	We will issue an insurance policy.
334	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	0	other_1	speaker_1	Next, please.
335	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	1	greeting_1	speaker_1	Hello, may I help you, sir?
336	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	2	ask about other_1	speaker_2	Yes, I want to send a registered airmail letter to France.
337	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	3	ask about other_1	speaker_1	Ok, it comes four dollars twenty cents.
338	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	4	ask about other_1	speaker_2	Here is five dollars.
339	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	5	ask about other_1	speaker_1	Here is your change.
340	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	6	ask about other_1	speaker_1	Please wait for your receipt of the registered mail.
341	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	7	ask about other_1	speaker_2	I also want to pack up my package.
342	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	8	ask about other_1	speaker_2	This is the notes.
343	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	9	ask about other_1	speaker_1	Let me see.
344	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	10	ask about other_1	speaker_1	En.. just a minute.
345	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	11	ask about other_1	speaker_1	Here it is.
346	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	12	ask about other_1	speaker_1	I need your signature on this note.
347	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	13	ask about other_1	speaker_2	Oh, one more thing, where can I mail this letter?
348	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	14	ask about other_1	speaker_1	Drop it in the mail box mark out of town.
349	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	15	ask about other_1	speaker_1	at that corner.
350	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	16	ask about other_1	speaker_2	Thank you very much.
351	27: [1] other_1 [2] greeting_1 [3] ask about other_1 [4] saying goodbye_1	17	saying goodbye_1	speaker_1	You’re welcome.
352	28: [1] chitchat about other_1 [2] food recommendation_1 [3] chitchat about other_2 [4] food recommendation_2 [5] Q&A about food_1 [6] food recommendation_3 [7] chitchat about other_3 [8] nan_1 [9] nan_2 [10] nan_3 [11] nan_4 [12] nan_5	0	chitchat about other_1	speaker_1	we really were lucky.
353	28: [1] chitchat about other_1 [2] food recommendation_1 [3] chitchat about other_2 [4] food recommendation_2 [5] Q&A about food_1 [6] food recommendation_3 [7] chitchat about other_3 [8] nan_1 [9] nan_2 [10] nan_3 [11] nan_4 [12] nan_5	1	chitchat about other_1	speaker_1	We got the last available table for two---and we didn't even have a reservation!
354	28: [1] chitchat about other_1 [2] food recommendation_1 [3] chitchat about other_2 [4] food recommendation_2 [5] Q&A about food_1 [6] food recommendation_3 [7] chitchat about other_3 [8] nan_1 [9] nan_2 [10] nan_3 [11] nan_4 [12] nan_5	2	chitchat about other_1	speaker_1	Did you see the long lines behind us?
355	28: [1] chitchat about other_1 [2] food recommendation_1 [3] chitchat about other_2 [4] food recommendation_2 [5] Q&A about food_1 [6] food recommendation_3 [7] chitchat about other_3 [8] nan_1 [9] nan_2 [10] nan_3 [11] nan_4 [12] nan_5	3	chitchat about other_1	speaker_2	yeah, I'm glad that we didn't have to wait long.
356	28: [1] chitchat about other_1 [2] food recommendation_1 [3] chitchat about other_2 [4] food recommendation_2 [5] Q&A about food_1 [6] food recommendation_3 [7] chitchat about other_3 [8] nan_1 [9] nan_2 [10] nan_3 [11] nan_4 [12] nan_5	4	chitchat about other_1	speaker_2	I'm starving!
357	28: [1] chitchat about other_1 [2] food recommendation_1 [3] chitchat about other_2 [4] food recommendation_2 [5] Q&A about food_1 [6] food recommendation_3 [7] chitchat about other_3 [8] nan_1 [9] nan_2 [10] nan_3 [11] nan_4 [12] nan_5	5	chitchat about other_1	speaker_1	let's take a look at the menu so we can order.
358	28: [1] chitchat about other_1 [2] food recommendation_1 [3] chitchat about other_2 [4] food recommendation_2 [5] Q&A about food_1 [6] food recommendation_3 [7] chitchat about other_3 [8] nan_1 [9] nan_2 [10] nan_3 [11] nan_4 [12] nan_5	6	food recommendation_1	speaker_1	Do you want to choose an appetizer for us to share?
